,Unnamed: 0,step,type,amount,nameOrig,oldBalanceOrig,newBalanceOrig,nameDest,oldBalanceDest,newBalanceDest,isFraud,isFlaggedFraud,errorBalanceOrig,errorBalanceDest
663066,1513637,153,0,587672.0,C783054311,,,C789331651,788927.21,1376599.21,0,0,,0.0
1397245,3186721,240,1,1798.92,C97372003,,,C561162027,326176.1,327975.02,0,0,,-5.820766091346741e-11
2646025,6062630,503,0,1512539.27,C1583236436,,,C310621051,10298396.91,11810936.18,0,0,,0.0
144367,331184,16,1,240748.92,C1477994875,31538.0,0.0,C1230676277,7566.0,254091.15,0,0,209210.92,-5776.229999999981
1750983,4007503,298,1,78259.98,C280129042,570.0,0.0,C662787209,12952587.99,13030847.97,0,0,77689.98,0.0
2106046,4819556,346,1,176649.11,C941285125,,,C958850204,324519.53,501168.65,0,0,,-0.0100000000093132
1447386,3302780,252,1,85403.58,C1563113843,,,C1874135349,168861.87,254265.45,0,0,,0.0
1994532,4558013,327,0,1546174.4,C112715367,,,C1134911590,10028730.15,11574904.55,0,0,,0.0
2089666,4779714,335,1,106628.96,C740173850,,,C281780907,1206383.45,1313012.41,0,0,,0.0
2530616,5789164,401,1,177129.16,C185550238,,,C364234057,11079041.6,11256170.76,0,0,,0.0
188819,425478,18,1,141888.23,C1558110370,,,C1990348608,228807.73,370695.96,0,0,,0.0
2544652,5819329,401,0,29432.21,C606008480,,,C1731387988,8039983.55,8069415.77,0,0,,-0.0099999997764825
1877903,4284023,307,1,312761.63,C762951138,,,C716626854,653831.04,966592.66,0,0,,0.0100000000093132
1893994,4319519,308,1,65884.85,C1629877779,,,C2022543130,238443.84,304328.69,0,0,,0.0
281334,643548,35,1,134933.72,C1287443951,36941.0,0.0,C86163499,94291.57,229225.29,0,0,97992.72,0.0
1646088,3759045,279,0,343158.06,C1816803460,20104.0,0.0,C1718980847,0.0,343158.06,0,0,323054.06,0.0
2035640,4647982,330,1,270488.25,C1309630754,10908.0,0.0,C1696397998,7105338.24,7375826.49,0,0,259580.25,0.0
1256570,2866603,227,1,161972.24,C1485435807,,,C82020096,950397.87,1112370.11,0,0,,-2.3283064365386963e-10
188750,425278,18,1,136685.3,C2051144154,,,C1211312974,583976.51,720661.81,0,0,,0.0
2372343,5428673,378,1,139042.01,C984706710,15814.0,0.0,C410064107,0.0,139042.01,0,0,123228.01,0.0
479291,1100328,130,1,109894.36,C1001564926,533.0,0.0,C1143813483,2904.26,112798.62,0,0,109361.36,0.0
85844,205563,13,1,1251.68,C1924858812,31228.0,29976.32,C154028143,294661.52,295913.2,0,0,0.0,0.0
1225520,2794068,216,0,99528.13,C462673105,312315.0,212786.87,C425602936,52256.59,151784.72,0,0,0.0,0.0
959884,2180972,185,1,96389.92,C1402958064,,,C1306794601,13785197.31,13881587.23,0,0,,0.0
276963,634023,35,1,167763.91,C1865235085,221577.0,53813.09,C1713505653,44736.73,390521.97,0,0,0.0,-178021.32999999996
1446407,3300780,252,1,189725.07,C1270001798,,,C249236102,4023506.58,4213231.65,0,0,,0.0
1063803,2425410,202,1,56589.04,C768191419,136.0,0.0,C1287720540,365521.4,422110.44,0,0,56453.04,0.0
464079,1062054,119,1,273779.28,C885606600,,,C888960560,568140.48,841919.76,0,0,,0.0
13910,40544,9,1,218786.05,C1775362345,,,C1519254830,1734571.11,2299239.53,0,0,,-345882.36999999965
619727,1406352,139,1,33378.11,C1190916029,867.0,0.0,C1426136618,2133152.51,2166530.62,0,0,32511.11,-4.656612873077393e-10
1923073,4398771,321,1,250068.98,C880345958,790.0,0.0,C1508500158,171567.15,421636.14,0,0,249278.98,-0.0100000000093132
1620276,3700830,277,0,110929.92,C747869482,,,C172282694,758737.22,869667.15,0,0,,-0.0100000000093132
1993294,4555103,327,1,203921.16,C66018593,,,C1308120280,255072.88,458994.05,0,0,,-0.0099999999511055
1520629,3466073,257,1,294890.82,C1759070291,,,C1879809793,8387913.92,8682804.74,0,0,,0.0
2356866,5395063,377,1,36595.36,C1327097365,,,C301732707,3151813.45,3188408.8,0,0,,0.0100000002421438
1234247,2816510,225,1,133811.88,C996153787,,,C1460757831,969187.83,1102999.7,0,0,,0.0100000000093132
1548922,3527285,259,1,114758.11,C1454865113,79631.0,0.0,C194161716,662803.19,777561.3,0,0,35127.11,-1.1641532182693479e-10
1805578,4128492,302,1,377514.64,C959732218,8893.0,0.0,C1767088649,0.0,377514.64,0,0,368621.64,0.0
1771029,4052714,300,0,1911503.52,C818050579,42142.0,0.0,C756762976,14814.68,1926318.21,0,0,1869361.52,-0.0100000000093132
565907,1289748,135,0,948868.25,C1749177432,,,C2014776433,1578639.91,2527508.16,0,0,,0.0
2736198,6282026,656,0,345210.48,C1205251242,50076.0,0.0,C1654868196,276602.49,621812.98,0,0,295134.48,-0.0100000000093132
1210652,2749393,212,1,184682.67,C273111713,,,C1755752491,8692273.27,8876955.93,0,0,,0.0099999997764825
2658352,6091441,522,1,99543.77,C785985920,10483.0,0.0,C2096728373,0.0,99543.77,0,0,89060.77,0.0
1252389,2858036,227,1,92843.79,C254990659,,,C2122683013,165883.05,258726.84,0,0,,-2.9103830456733704e-11
184705,416668,18,0,999757.57,C1491491382,46516.0,0.0,C855507592,1119596.31,2187865.62,0,0,953241.57,-68511.74000000022
2280842,5225053,370,1,192358.77,C275293620,31471.0,0.0,C392273217,4604704.95,4797063.72,0,0,160887.77,0.0
1554584,3539278,260,1,143626.34,C880149378,,,C1687556922,473762.22,617388.57,0,0,,-0.0100000000093132
1066847,2432506,203,1,227383.59,C644535657,209759.0,0.0,C1571510241,27702.19,255085.77,0,0,17624.589999999997,0.0100000000093132
2549139,5828161,402,0,204176.78,C2037750277,,,C1086596275,821421.77,1025598.55,0,0,,0.0
22259,58904,9,1,330920.93,C949384629,,,C2134054685,605269.3,1235063.89,0,0,,-298873.6599999999
2105536,4818547,346,1,141729.18,C829181366,,,C593878327,1336911.96,1478641.14,0,0,,0.0
116739,271491,15,1,281898.24,C902467111,163155.5,0.0,C1563604269,361821.65,643719.89,0,0,118742.74,0.0
2398629,5483909,379,1,107954.22,C1037272426,6025.0,0.0,C1103289151,0.0,107954.22,0,0,101929.22,0.0
2481070,5681952,397,0,478601.83,C742920833,,,C836161578,1420907.96,1899509.79,0,0,,0.0
503963,1154490,131,1,143349.43,C1345834935,20919.0,0.0,C1498593833,0.0,143349.43,0,0,122430.43,0.0
1490769,3400034,255,1,172537.66,C1847279631,11492.0,0.0,C1604316799,2354828.61,2405290.92,0,0,161045.66,122075.3500000001
1243212,2837733,226,1,121698.85,C2081383226,,,C1023081799,1254287.81,1375986.66,0,0,,2.3283064365386963e-10
1389078,3160834,237,1,186459.8,C755877195,,,C968127787,2310884.39,2497344.19,0,0,,0.0
1037807,2355337,190,0,823035.57,C1557371000,,,C849252738,3492145.97,4315181.53,0,0,,0.0099999997764825
1885097,4299848,307,0,948216.19,C1646336562,,,C255847759,10034095.24,10982311.43,0,0,,0.0
104582,245425,14,1,70641.96,C2069246273,,,C1944825103,577259.08,755096.26,0,0,,-107195.22000000007
1268838,2895088,228,1,82325.02,C1947134430,10344.0,0.0,C1338456551,2519048.61,2601373.64,0,0,71981.02,-0.0100000002421438
1478327,3371814,254,1,171029.43,C1462284700,,,C1499562272,348228.9,519258.34,0,0,,-0.0100000000093132
729714,1661989,158,0,291533.8,C2040807605,49386.0,0.0,C130090201,0.0,291533.8,0,0,242147.8,0.0
2045519,4668947,331,1,104455.13,C1042136445,,,C1753087279,1242012.79,1620899.01,0,0,,-274431.0900000001
2490525,5702116,398,0,244908.22,C123531653,55891.0,0.0,C1638124800,407396.58,652304.81,0,0,189017.22,-0.0100000000093132
1614902,3688498,276,1,56132.48,C1560992024,,,C198769948,494336.42,550468.9,0,0,,0.0
666265,1520541,153,0,824395.99,C1211851498,,,C2011467571,1514555.73,2338951.72,0,0,,-4.656612873077393e-10
1551790,3533196,259,1,110750.56,C957503569,101930.0,0.0,C122208071,89592.59,200343.15,0,0,8820.559999999998,0.0
539691,1231977,133,1,335457.22,C472638499,,,C1515499443,437713.4,773170.62,0,0,,0.0
886572,2020162,180,1,29610.94,C793650879,,,C1076259230,5933186.06,5962797.0,0,0,,0.0
1431805,3268399,251,1,199065.75,C238809340,79609.66,0.0,C1825929843,374806.57,573872.33,0,0,119456.09,-0.0099999998928979
1736720,3975758,297,1,293936.57,C495345357,,,C1093823371,636475.16,930411.73,0,0,,0.0
2223735,5080629,355,0,800869.52,C1750942821,,,C718685878,818389.27,1619258.78,0,0,,0.0100000000093132
1071500,2442349,203,1,316931.64,C701567520,197820.0,0.0,C70289149,1798081.88,2115013.52,0,0,119111.64,0.0
860,3817,3,1,25026.76,C1887326180,203643.0,178616.24,C67985650,11654.0,26579.75,0,0,0.0,10101.009999999997
2720772,6242514,595,1,125300.76,C1474837394,,,C98977665,6456023.84,6581324.6,0,0,,0.0
700700,1598510,156,0,279480.77,C856172668,,,C1995309847,2748270.53,3027751.3,0,0,,0.0
1007732,2283789,187,1,98663.05,C1920687617,20917.0,0.0,C136842001,0.0,98663.05,0,0,77746.05,0.0
2146375,4911174,349,1,86496.63,C656688829,,,C972327409,1430274.65,1516771.28,0,0,,-2.3283064365386963e-10
1968796,4501053,325,1,179002.07,C470863912,101468.0,0.0,C1276066197,2164977.25,2343979.31,0,0,77534.07,0.0099999997764825
2333329,5341923,374,1,54374.8,C749537799,43129.0,0.0,C2062726885,0.0,54374.8,0,0,11245.800000000005,0.0
880936,2007726,179,1,199969.58,C631481474,3252.0,0.0,C1872197029,567844.97,882903.54,0,0,196717.58,-115088.9900000001
1222028,2780908,214,1,70172.59,C227988342,104.0,0.0,C547241252,3114205.32,3291951.44,0,0,70068.59,-107573.53000000026
658937,1499419,143,1,165749.44,C1191662573,,,C294551030,179872.78,345622.22,0,0,,0.0
362302,817711,40,0,354369.64,C1788765730,204842.0,0.0,C1172367117,0.0,354369.64,0,0,149527.64,0.0
1002149,2271669,187,1,333388.69,C1816254455,,,C1009480084,514123.6,847512.29,0,0,,0.0
1517061,3458486,257,1,219055.35,C1424905129,20031.0,0.0,C955002979,324614.81,543670.17,0,0,199024.35,-0.0100000000093132
2138677,4894205,349,1,99618.76,C916861871,,,C1031175088,3265360.27,3956378.33,0,0,,-591399.3000000003
2408330,5505604,380,1,46850.82,C1631044791,,,C1095523302,1832633.99,1879484.81,0,0,,0.0
988509,2242429,186,1,142498.78,C1929292882,105204.0,0.0,C1070054337,58432.52,200931.3,0,0,37294.78,0.0
1788317,4091048,301,0,825378.91,C1361328502,,,C1652279576,1496487.6,2321866.51,0,0,,4.656612873077393e-10
2092602,4789512,345,1,282640.99,C321374781,,,C1029269555,1102196.43,1384837.42,0,0,,0.0
2110827,4831193,347,0,1425250.61,C70896388,9924.0,0.0,C553420134,0.0,1425250.61,0,0,1415326.61,0.0
771922,1753808,161,1,29523.31,C1064396359,220877.0,191353.69,C990223086,1490000.93,1519524.24,0,0,0.0,0.0
922452,2098214,182,1,25805.01,C465066918,321.0,0.0,C1658614439,999101.66,1024906.67,0,0,25484.01,0.0
1142576,2599116,208,1,26108.96,C1580877540,7406.12,0.0,C781593836,87844.05,113953.0,0,0,18702.84,0.0100000000093132
2609340,5964207,406,1,492232.17,C1897037335,,,C1029047772,923980.73,1416212.9,0,0,,0.0
2032359,4640936,330,1,198880.35,C658257711,,,C1513323713,4843639.66,5042520.0,0,0,,0.0099999997764825
1534629,3495956,259,0,241351.35,C1785625876,,,C1527935080,3696938.66,3938290.0,0,0,,0.0100000002421438
1676621,3828886,282,1,91251.51,C1050040948,50036.0,0.0,C382119615,199768.09,291019.6,0,0,41215.51,0.0
2260283,5169575,358,1,331546.08,C80400011,,,C134317925,1695473.04,2027019.12,0,0,,0.0
655583,1488645,142,0,613525.6,C746106032,6042.0,0.0,C1403719997,1410226.27,2023751.87,0,0,607483.6,0.0
729158,1660932,158,0,419803.63,C1672201996,41348.0,0.0,C2106935417,158782.17,578585.8,0,0,378455.63,0.0
1884732,4299091,307,1,49079.81,C2125247579,10328.0,0.0,C1740931648,5882345.82,5931425.63,0,0,38751.81,0.0
1657989,3787185,280,1,303163.0,C1137802565,,,C52839400,349370.21,963769.04,0,0,,-311235.8300000001
1444229,3296200,252,1,268421.67,C1290239864,,,C278741784,1035243.44,1303665.11,0,0,,-2.3283064365386963e-10
1050180,2394291,201,1,215815.97,C229456091,,,C5376510,960529.94,1176345.91,0,0,,0.0
426201,955138,44,1,95099.22,C198181787,83894.76,0.0,C1140849581,156352.38,125329.52,0,0,11204.460000000006,126122.08
713356,1626130,157,0,90721.64,C291328861,7066.0,0.0,C1628494011,0.0,90721.64,0,0,83655.64,0.0
2567259,5867974,403,1,182509.43,C644177616,377344.0,194834.57,C1900729377,121325.07,303834.5,0,0,0.0,0.0
2068262,4720112,332,1,34726.76,C1151443591,,,C1489675165,1115458.69,1150185.45,0,0,,0.0
1246345,2844784,226,1,104597.43,C41013342,16.0,0.0,C909832941,0.0,104597.43,0,0,104581.43,0.0
427435,958042,44,0,616658.38,C1996358426,746.0,0.0,C775043389,0.0,616658.38,0,0,615912.38,0.0
2445263,5601645,394,1,91627.2,C637949006,,,C574645096,14465086.84,14556714.04,0,0,,0.0
383742,863340,42,1,203458.16,C708677852,,,C355276630,450104.1,653562.26,0,0,,0.0
1814507,4148082,303,1,105817.6,C2138167728,1024.0,0.0,C1831723817,3074532.27,3180349.87,0,0,104793.6,0.0
2294187,5254706,371,0,982606.51,C195901499,,,C737223389,1104347.86,2086954.37,0,0,,0.0
1182799,2688003,210,1,72045.67,C1610632505,,,C396235478,1342394.55,1414440.22,0,0,,0.0
542329,1237569,134,1,149519.58,C408454356,,,C718992903,517142.79,666662.37,0,0,,0.0
995318,2257322,187,1,153054.94,C1141130731,,,C844796318,170134.51,617482.35,0,0,,-294292.9
1372997,3122539,236,1,184672.13,C509923295,61295.0,0.0,C837299668,0.0,184672.13,0,0,123377.13,0.0
2621352,6001054,426,1,124359.92,C112449673,7426.94,0.0,C782702923,881737.41,1006097.33,0,0,116932.98,1.1641532182693479e-10
793516,1799340,162,1,93235.57,C1818004064,,,C36577797,643609.13,736844.7,0,0,,0.0
323991,734646,38,1,312130.8,C2133280406,2423.0,0.0,C1305505551,1087394.82,1399525.62,0,0,309707.8,0.0
2066118,4714568,332,1,156556.03,C1098246444,,,C154847705,627336.14,783892.17,0,0,,0.0
896712,2041894,181,1,81582.15,C2057808656,,,C617164533,1231999.9,1313582.04,0,0,,0.0099999997764825
1549055,3527630,259,1,109914.9,C1155450330,7037.0,0.0,C24161874,607231.4,717146.29,0,0,102877.9,0.0100000000093132
510927,1169558,132,1,59394.14,C769411720,,,C687176046,1594291.31,1653685.45,0,0,,0.0
1442908,3293039,252,1,486342.25,C1190052161,186915.0,0.0,C880838238,0.0,486342.25,0,0,299427.25,0.0
1439087,3285081,252,1,307568.94,C1638332124,55367.0,0.0,C1904534781,573572.15,881141.09,0,0,252201.94,1.1641532182693479e-10
770940,1751869,161,1,105978.59,C489098232,155365.0,49386.41,C2026983260,294020.47,399999.05,0,0,0.0,0.0099999999511055
2530614,5789162,401,1,481247.85,C693590639,,,C1570096308,1098702.93,1579950.78,0,0,,-2.3283064365386963e-10
70570,172215,12,1,428030.33,C97127817,101662.0,0.0,C394918839,66207.48,723032.9,0,0,326368.33,-228795.09000000003
1361249,3097464,235,1,176462.32,C1638303128,,,C1376895285,587251.56,763713.89,0,0,,-0.0099999998928979
1649866,3768187,280,0,366219.6,C79656191,132.0,0.0,C1547022861,394677.48,760897.08,0,0,366087.6,0.0
1730904,3962094,297,1,559165.33,C1004427791,,,C562855103,606711.81,1165877.14,0,0,,2.3283064365386963e-10
2027981,4630732,329,1,176243.88,C958948742,,,C1245635180,461549.71,637793.6,0,0,,-0.0099999998928979
642397,1456125,140,0,63605.65,C157887239,,,C1736997874,1841049.59,1904655.24,0,0,,0.0
1576310,3593425,262,1,34394.69,C925422299,,,C2094233316,292592.69,167343.03,0,0,,159644.35
747285,1700612,159,0,424286.48,C1869341081,,,C349335078,1036591.82,1460878.3,0,0,,-2.3283064365386963e-10
827595,1873190,164,1,17716.87,C382174827,123175.0,105458.13,C1485911752,167244.84,184961.71,0,0,0.0,0.0
1230390,2808523,225,1,149708.95,C440005644,,,C513800001,207483.53,357192.47,0,0,,0.0100000000093132
794946,1802098,162,1,178066.27,C421875803,,,C1338464095,3352879.12,3530945.39,0,0,,0.0
748067,1702156,159,0,50115.53,C167152828,216415.0,166299.47,C3850651,5227.0,55342.53,0,0,0.0,0.0
594697,1351386,137,1,29490.76,C14737493,257279.0,227788.24,C82373183,1007459.62,1036950.38,0,0,0.0,0.0
850731,1938144,177,0,1236702.48,C1043091452,11787.0,0.0,C1655026177,299806.15,1536508.63,0,0,1224915.48,0.0
1198871,2722785,211,1,642877.8,C1970406309,,,C798227828,1387220.86,2030098.66,0,0,,2.3283064365386963e-10
2588493,5912636,404,1,4822.84,C953213615,,,C821021078,1777082.05,1781904.89,0,0,,2.3283064365386963e-10
1591394,3635577,274,0,559876.24,C341896937,51391.0,0.0,C1286802191,611491.03,1171367.27,0,0,508485.24,0.0
2140921,4898986,349,1,180051.43,C1409591061,,,C17581372,15710519.34,15890570.77,0,0,,0.0
2255660,5155385,357,0,433985.43,C1015217014,,,C1503067631,726727.47,1160712.9,0,0,,0.0
1185233,2693262,211,1,234697.56,C2101924487,,,C129137509,1816538.9,2051236.46,0,0,,0.0
466357,1070580,129,1,143673.13,C52621256,20037.0,0.0,C959083568,3229651.11,3373324.24,0,0,123636.13,-4.656612873077393e-10
1660935,3793782,281,1,247810.32,C2021942254,195827.44,0.0,C650471722,6182635.79,6430446.12,0,0,51982.880000000005,-0.0099999997764825
2496783,5716128,398,1,216439.42,C83552177,,,C1585441548,7506404.6,7722844.02,0,0,,0.0
1577411,3597227,263,1,99542.76,C443806505,25745.0,0.0,C90754726,392884.28,492427.05,0,0,73797.76,-0.0099999999511055
2442776,5595962,394,1,112840.08,C1015240311,,,C756019933,646328.52,759168.6,0,0,,0.0
14777,42431,9,1,138362.05,C672568911,486972.28,348610.23,C1769042905,148291.78,504667.31,0,0,-5.820766091346741e-11,-218013.48000000004
1905409,4346253,308,1,239435.85,C1332355085,,,C191501930,444444.65,683880.5,0,0,,0.0
749281,1705142,160,1,172237.8,C1466220707,50522.0,0.0,C550231381,0.0,172237.8,0,0,121715.8,0.0
950011,2159406,184,1,144191.23,C957453971,,,C1741729957,3873907.37,4018098.61,0,0,,-0.0099999997764825
1707246,3896110,284,1,259241.73,C746920887,,,C956992504,1222742.17,1481983.9,0,0,,0.0
381461,858786,41,0,620689.39,C518301868,124113.0,0.0,C367856933,1186922.04,1807611.43,0,0,496576.39,2.3283064365386963e-10
1554248,3538598,260,1,140403.2,C529130009,,,C1120094816,1074737.92,1215141.13,0,0,,-0.0100000000093132
125798,290504,15,1,92318.39,C1403161695,21525.0,0.0,C1580571468,16662.0,0.0,0,0,70793.39,108980.39
1691654,3862134,283,1,190.83,C649246825,7269.0,7078.17,C1352178751,14662.28,14853.11,0,0,0.0,0.0
656990,1493043,142,1,183413.8,C707088405,14230.0,0.0,C1676876807,132464.17,315877.97,0,0,169183.8,0.0
844149,1917176,166,1,52495.39,C994553256,7403.0,0.0,C1304374843,30148.0,82643.39,0,0,45092.39,0.0
26349,69179,9,1,236743.26,C1394082164,9982.0,0.0,C40641765,0.0,236743.26,0,0,226761.26,0.0
523708,1197527,133,1,66218.45,C1166772604,9403.0,0.0,C557528538,111956.22,178174.67,0,0,56815.45,-2.9103830456733704e-11
162443,369115,17,1,163071.57,C786771028,271934.0,108862.43,C575555170,4504722.57,4667794.13,0,0,0.0,0.0100000007078051
795459,1803261,162,0,253101.7,C582089684,,,C1481319329,388810.7,641912.4,0,0,,0.0
577178,1314629,136,1,132286.72,C1235864118,140561.62,8274.91,C207437388,997944.89,1130231.6,0,0,0.0100000000093132,0.0100000000093132
2127430,4869127,348,1,104568.51,C53828424,2092.0,0.0,C258508905,58831.78,163400.29,0,0,102476.51,-2.9103830456733704e-11
2189276,5006822,353,1,61773.53,C512984619,44.0,0.0,C632832299,1498119.08,1559892.61,0,0,61729.53,0.0
89209,212427,13,1,96524.0,C2122956536,,,C1832580921,5650355.49,6358815.17,0,0,,-611935.6799999997
1236327,2822038,226,0,1832168.06,C1450948761,,,C1349923341,12104778.59,13936946.65,0,0,,0.0
810448,1835594,163,1,193585.45,C1113299332,476181.35,282595.89,C337305273,0.0,193585.45,0,0,-0.0099999999511055,0.0
505499,1157683,131,1,370940.9,C92081464,904.0,0.0,C1878071844,454700.25,825641.14,0,0,370036.9,0.0100000000093132
2294665,5255684,371,0,50953.4,C11828808,273.0,0.0,C1101341336,0.0,50953.4,0,0,50680.4,0.0
2538354,5805827,401,1,239568.79,C1807582978,20453.0,0.0,C324249723,0.0,239568.79,0,0,219115.79,0.0
1991958,4552343,327,0,10000000.0,C1105616486,,,C1594094224,10016783.51,20764000.6,0,0,,-747217.0900000036
550595,1255935,134,0,880453.14,C622094137,102473.0,0.0,C1783343440,1125176.79,2005629.93,0,0,777980.14,2.3283064365386963e-10
211402,474654,19,1,282645.6,C1772740884,22674.0,0.0,C1907736157,415365.89,975715.53,0,0,259971.6,-277704.04000000004
448805,1010591,46,1,208456.31,C1850773311,,,C918000392,268248.05,476704.35,0,0,,0.0100000000093132
1881356,4291758,307,1,245102.13,C318484464,64105.0,0.0,C1439936386,17619085.3,17864187.43,0,0,180997.13,0.0
1698171,3876110,283,1,143373.86,C1555053151,806.0,0.0,C1741978785,271261.01,414634.87,0,0,142567.86,0.0
2334814,5345329,375,1,38601.68,C864947687,,,C634740491,1844632.33,1883234.0,0,0,,0.0100000000093132
2639740,6047985,492,1,58290.9,C484179598,5030.0,0.0,C535008585,235869.08,294159.97,0,0,53260.9,0.0100000000093132
163840,372031,17,1,121552.62,C1844133107,,,C1019670582,7615070.2,7736622.82,0,0,,0.0
440502,987960,45,1,164434.54,C2067070474,14146.0,0.0,C1336195766,481394.99,645829.53,0,0,150288.54,0.0
2061644,4704551,331,1,90897.12,C514939788,250664.0,159766.88,C2012397769,542542.21,450772.41,0,0,0.0,182666.92
1598794,3652852,275,1,117172.58,C1293104249,,,C1977889124,118790.55,235963.13,0,0,,0.0
1147683,2610476,208,1,342847.41,C1459937322,305674.0,0.0,C1236386378,515505.38,858352.79,0,0,37173.40999999997,0.0
1196259,2717271,211,1,170306.18,C1781510613,,,C1294391829,375477.05,545783.24,0,0,,-0.0100000000093132
60376,148791,12,1,334563.26,C2006987537,39678.0,0.0,C1968101532,627122.21,1147439.96,0,0,294885.26,-185754.49
2736672,6283337,656,1,265375.81,C1122417291,52792.0,0.0,C1826097364,3460880.2,3726256.01,0,0,212583.81,4.656612873077393e-10
2473691,5665444,396,1,60469.86,C503100496,,,C2125642673,197038.06,257507.91,0,0,,0.0099999999802093
38505,98241,10,1,56322.62,C201983377,,,C1572112586,2820417.19,3487931.15,0,0,,-611191.3399999999
949728,2158705,184,1,133676.78,C1197011740,,,C1039565418,278237.81,411914.59,0,0,,-5.820766091346741e-11
2577219,5890204,403,1,109123.37,C1015939226,158911.0,49787.63,C1853827012,118787.46,227910.84,0,0,0.0,-0.0099999999802093
2051858,4682733,331,0,187328.82,C1485405789,,,C593596322,30850088.38,31037417.2,0,0,,0.0
2141793,4900846,349,1,181743.93,C1270073210,,,C1271650876,919700.86,1101444.79,0,0,,0.0
2699493,6192994,571,0,83995.94,C1376256985,,,C781910744,2800952.01,2884947.95,0,0,,-4.656612873077393e-10
1119853,2549062,206,1,235028.32,C832188068,,,C1766218857,5682231.57,5917259.89,0,0,,9.313225746154783e-10
1762071,4032459,299,1,166748.39,C364438436,100361.0,0.0,C1612841343,0.0,166748.39,0,0,66387.39000000001,0.0
841974,1910206,166,1,167631.55,C854113902,,,C773705806,588494.14,756125.69,0,0,,0.0
112972,263167,15,1,176395.82,C510162470,651.0,0.0,C1424677649,515120.98,695664.13,0,0,175744.82,-4147.329999999958
1912768,4366909,310,1,129462.65,C1393319556,52838.0,0.0,C1725674787,1250813.78,1380276.43,0,0,76624.65,0.0
145550,334254,16,1,37454.94,C572333482,120875.01,83420.06,C831673523,0.0,37454.94,0,0,-0.0099999999947613,0.0
131509,302650,15,1,116857.78,C1302808437,184827.63,67969.86,C572634282,245345.28,362203.06,0,0,0.0100000000093132,0.0
1867847,4262110,306,0,980332.39,C106210483,284839.0,0.0,C1544862417,2053790.1,3034122.5,0,0,695493.39,-0.0099999997764825
1336073,3043615,234,1,315768.55,C673101731,314022.0,0.0,C52851192,230646.17,846626.24,0,0,1746.5499999999884,-300211.52
1463361,3339260,253,0,223832.17,C1321100097,,,C1759961795,2177762.56,2401594.73,0,0,,0.0
742347,1689533,159,0,618082.73,C211510004,18456.0,0.0,C1214035413,0.0,953499.05,0,0,599626.73,-335416.32000000007
485963,1114528,130,0,375947.48,C83052257,,,C1447760423,3238886.48,3842036.08,0,0,,-227202.1200000001
2191102,5011361,353,1,258718.76,C707223232,1335.0,0.0,C1607957701,189270.16,447988.91,0,0,257383.76,0.0100000000675208
516200,1182006,132,1,497255.97,C1820674013,29539.0,0.0,C1913250210,705699.8,1202955.77,0,0,467716.97,0.0
2244761,5128273,356,0,69332.59,C909859699,,,C1372267568,132644.97,201977.56,0,0,,0.0
2461708,5640282,396,1,295229.36,C1548261745,51301.0,0.0,C1853989516,3687151.45,3982380.81,0,0,243928.36,0.0
964483,2191445,185,1,370565.93,C1165779391,49692.0,0.0,C1477851668,1568591.46,1939157.4,0,0,320873.93,-0.0100000000093132
349186,789616,40,1,207704.85,C631597058,14826.0,0.0,C919919879,14457.25,222162.1,0,0,192878.85,0.0
236819,532304,20,1,84550.88,C1752813832,49.0,0.0,C326723528,21810.71,106361.58,0,0,84501.88,0.0099999999947613
1671146,3816957,281,1,71121.75,C1635251173,6040.0,0.0,C1754221551,397298.55,468420.3,0,0,65081.75,0.0
2717945,6236601,594,1,95089.56,C820683070,552.0,0.0,C1021667543,3163211.35,3258300.92,0,0,94537.56,-0.0099999997764825
1347674,3068034,235,0,974590.73,C1427210713,,,C1429933378,4354326.2,5328916.93,0,0,,0.0
2758620,6334198,691,1,32395.62,C1155052349,299562.35,267166.72,C1735435149,1668192.17,1700587.8,0,0,-0.0100000000093132,-0.0100000000093132
2455216,5624680,395,1,125132.69,C1488146268,,,C1131308631,8224626.0,8349758.68,0,0,,0.0100000007078051
399886,898642,42,1,131430.61,C1538330338,157614.79,26184.18,C1553220659,0.0,131430.61,0,0,-2.9103830456733704e-11,0.0
274700,629000,34,1,460606.19,C1633746709,11186.0,0.0,C1199486666,413711.8,874318.0,0,0,449420.19,-0.0100000000093132
128739,296635,15,1,24312.16,C1851637055,364247.87,339935.71,C1154519093,82400.81,106712.97,0,0,0.0,0.0
674918,1541243,154,0,387538.79,C771537834,2481.0,0.0,C556625435,168859.24,556398.03,0,0,385057.79,0.0
925649,2105449,183,1,176802.65,C749781160,1193.0,0.0,C1366296025,5561364.86,5738167.52,0,0,175609.65,-0.00999999884516
2269394,5197901,369,1,189196.72,C1678414388,21213.0,0.0,C106338684,315930.99,505127.71,0,0,167983.72,-5.820766091346741e-11
950982,2161772,184,1,294643.89,C1717048555,15150.0,0.0,C36103178,118081.36,412725.25,0,0,279493.89,0.0
1255142,2863900,227,0,313101.44,C1195452104,,,C1792729969,2570009.4,2883110.84,0,0,,0.0
1704084,3888582,284,1,54638.56,C1078255719,,,C1621301503,423071.93,477710.5,0,0,,-0.0100000000093132
2379393,5443243,378,1,220652.54,C1286363808,928.0,0.0,C1184185353,269732.94,490385.48,0,0,219724.54,0.0
1490102,3398525,255,1,103375.59,C908890075,,,C899823315,998380.07,1101755.66,0,0,,0.0
